,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,Tarifa   VICONOL -  EXWORK  ,,,
,,,,
,,,,
,ENTRADA EN VIGOR DE LA TARIFA,,,
,24 de Mayo 2025,,,
,,,,
,,,,
,VEHÍCULOS   LIGEROS,,,
,,,,
,NOMBRE DEL PRODUCTO,ESPECIFICACIONES / NIVEL DE CALIDAD,REFERENCIA,FORMATO
,,0W8 / 0W12 / 0W16,,
,,,VL200114,1000
,VICONOL- 0W8  ,API: SN             JASO GLV-1       ,VL200115,200
, HIBRI  PLUS,ILSAC  GF-6A,VL200116,50
,NEW    CON PAO,HONDA    TOYOTA      NISSAN,VL200117,20
,,,VL200112,5
,,,,
,,,VL200118,1000
,VICONOL- 0W12  ,API: SN             JASO GLV-1       ,VL200119,200
,HIBRI  PLUS,ILSAC  GF-6A,VL200120,50
,NEW    CON PAO,HONDA    TOYOTA      NISSAN,VL200121,20
,,,VL200122,5
,,,,
,,,VL200347,1000
,VICONOL- 0W16   ,API: SN             JASO GLV-1       ,VL200348,200
,HIBRI  PLUS,ILSAC  GF-6B,VL200349,50
,NEW    CON PAO,HONDA    TOYOTA      NISSAN,VL200350,20
,,,VL200353,5
,,,VL200545,1
,,,,
,,0W20,REFERENCIA,FORMATO
,,ACEA C6         ACEA C5       ,,
,,API: SN Plus-RC      API: SP/RC       ILSAC: GF-6A        ILSAC: GF-5   ,VL200304,1000
,VICONOL- 0W20  ,BMW LL-17 FE+        BMW LL-14 FE+,VL200305,200
,SAVING C6-C5,"Ford WSS-M2C947-A, WSS-M2C947-B1,  WSS-M2C952-A1, WSS-M2C962-A1   ",VL200306,50
,,"FIAT 9.55535-GSX (Fiat, alfa Romeo y Lancia)",VL200307,20
,,CHRYSLER MS-12145          MB 229.72     MB 229.71,VL200308,5
,, Vauxhall/GM OPEL: OV0401547  GM DEXOS D     VOLVO VCC RBS0-2AE,VL200309,1
,,,,
,,,,
,,,VL200650,1000
,VICONOL- 0W20   ,ACEA C5       ,VL200651,200
,17FE-RNT,Renault RN17FE,VL200652,50
,NEW,,VL200653,20
,,,VL200654,5
,,,,
,,,VL200048,1000
,VICONOL- 0W20   ,API: SN Plus-RC           Dexos1 Gen 2          ILSAC GF-6A,VL200049,200
,GM Dx1 - Gn2,CHRYSLER MS 6395        CHRYSLER MS-12145,VL200050,50
,, FIAT 9.55535-CR1 FIAT 9.55535-GSX        FORD WSSM2C947-A,VL200051,20
,,,VL200052,5
,,,,
,,,VL200030,1000
,VICONOL-  0W20  HIBRI C5 - P2010,ACEA C5        ,VL200031,200
,, PSA Peugeot/Citröen B71 2010,VL200032,50
,, FIAT 9.55535-DM1,VL200033,20
,,"TOYOTA,  MITSUBISHI,  SUZUKI, HONDA",VL200302,5
,,,VL200380,1
,,,,
,,ACEA C5 ,VL200000,1000
,VICONOL- ULTRA 508.509 C5 0W20, VW 508.00/509.00            ,VL200001,200
,,API SN         MB 229.71,VL200002,50
,,Porsche C20         Jaguar / Land Rover STJLR.51.5122,VL200003,20
,,,VL200228,5
,,,,
,,0W30,REFERENCIA,FORMATO
,,ACEA C2                  API:SN        ,VL200087,1000
,VICONOL-  0W30 , FORD WSS-M2C950-A,VL200088,200
, C2   -   950A,JAGUAR  & LAND ROVERST JLR.03.5007,VL200089,50
,,"Mazda, Toyota, Honda y Subaru",VL200090,20
,,,VL200227,5
,, ACEA C2            IVECO 18-1811  SC1  LV,VL200644,1000
,VICONOL-  0W30 , PSA B71 2312-2022     ,VL200645,200
, C2   -   PS2312-IVC1811, PSA B71 2290-2014   ,VL200646,50
,NEW    CON PAO, FIAT 9.55535-DS1,VL200647,20
,, FIAT 9.55535-GS1    ,VL200648,5
,,,,
,,ACEA C2                         ,VL200034,1000
,VICONOL-  0W30  , PSA B71 2312,VL200035,200
,C2   -   P2312,JAGUAR  & LAND ROVERST JLR.03.5007,VL200036,50
,,CHRYSLER MS-13340 / MS-90047       ,VL200037,20
,," Fiat 9,55535-GS1/DS1",VL200038,5
,,,VL200514,1
,,,,
,VICONOL-  0W30  ,ACEA C2      ,VL200315,1000
,C2   -   BM12, BMW Long Life-12 FE            ,VL200316,200
,, JAGUAR LAND ROVER STJLR.03.5007,VL200317,50
,,,VL200318,20
,,,,
,, ACEA C3           API:SN/CF            ,VL200004,1000
,, VW 504.00/507.00            ,VL200005,200
,VICONOL- ULTRA C3 0W30 504/7, BMW Long Life-04         Porsche C30   ,VL200006,50
,,MB 229.52       MB 229.51      MB 229.31 ,VL200007,20
,,FIAT 9.55535-GS1        FIAT 9.55535-DS1 ,VL200008,5
,,,,
,, VW 503.00 / 506.00 / 506.01         ,VL200009,1000
,VICONOL-  0W30  A5/B5 - W506,ACEA A5 A5 / B5,VL200010,200
,,BMW LL-01CFE,VL200011,50
,,,VL200012,20
,,,VL200044,5
,,,,
,VICONOL-  0W30  ,API : SP,VL200320,1000
,GF-6A,ILSAC  GF-6A,VL200321,200
,,,VL200322,50
,,,VL200323,20
,,,VL200324,5
,,,,
,,0W40,REFERENCIA,FORMATO
,,,VL200146,1000
,VICONOL-  0W40 ,"ACEA C3,            API SN/CF",VL200147,200
, C3 ,"VW 502.00 / 505.00 / 505.01,            MB  229.51",VL200148,50
,,"  BMW Long Life-04,         Porsche A40",VL200149,20
,,,VL200352,5
,,,,
,,,VL200151,1000
,VICONOL-  0W40  ,"ACEA A3/B4,        API SN/CF,        FORD WSS-M2C-937-A",VL200152,200
,A3/B4,"VW 502.00 / 505.00,             Reanult RN0700-RN0710",VL200153,50
,,"BMW Long Life-01,        MB  229.5,        Porsche A40",VL200154,20
,,,VL200165,5
,,,,
,,5W20,REFERENCIA,FORMATO
,,,VL200091,1000
,,ACEA C5            ACEA A1/B1          API: SN   ,VL200092,200
,VICONOL- 5W20  , FORD WSS-M2C948-B    FORD WSS-M2C925-A  FORD WSS-M2C925-B,VL200093,50
,C5   -   F948B,CHRYSLER MS 6395 FIAT 9.55535-CR1 ,VL200094,20
,,JAGUAR  & LAND ROVERST JLR.03.5004,VL200095,5
,, ILSAC GF-6A        ILSAC GF-5,VL200657,1000
,,API:SP/RC       API: SN/RC        API: SP    SN Plus,VL200658,200
,VICONOL- 5W20  ,"FORD WSS-M2C945-A,  WSS-M2C946-A,  WSS-M2C947-A,  WSS-M2C962-A ",VL200659,50
,  SP - G6A,CHRYSLER MS 6395                     FIAT 9.55535-CR1,VL200660,20
,,GM dexos1™ Gen 2,VL200661,5
,,,,
,,,,
,,5W30  LOW SAPS,REFERENCIA,FORMATO
,,ACEA C3       ACEA C2            Stellantis FPW 9.55535/03,VL200106,1000
,,API SP            BMW Long Life-04        BMW Long Life-19 FE,VL200107,200
,, Chysler  MS-1106         MB 229.31      MB 229.51      MB 229.52    ,VL200108,50
,VICONOL- C2/C3 547 5W30,GM Opel dexos 2       PSA  B71 2290          Porsche C30   ,VL200109,20
,STELL-FPW03,Opel/Vauxhall OV0401547-D30      Opel/Vauxhall OV0401547-G30,VL200110,5
,,"VAG  VW 501.01, VW 502.00, VW 503.00, VW 503.01, VW 504.00",VL200111,1
,,"VAG  VW 505.00, VW 505.01, VW 506.00, VW 506.01, VW 507.00",,
,,ACEA C2/C3                 VW 504.00/507.00,VL200013,1000
,,API SN/CF           MB 229.31      MB 229.51      MB 229.52    ,VL200014,200
,,GM Opel dexos 2        BMW Long Life-04,VL200015,50
,VICONOL- C2/C3 547 5W30,PSA  B71 2290          Porsche C30   ,VL200016,20
,,"Fiat 9.55535-DS1,    Fiat 9.55535-GS1",VL200017,5
,,,VL200018,1
,,,,
,,ACEA C3                        VW 504.00/507.00,VL200019,1000
,,API SN/CF           MB 229.31      MB 229.51      MB 229.52    ,VL200020,200
,VICONOL- C3 5W30 504/7,GM Opel dexos 2        BMW Long Life-04,VL200021,50
,,"Fiat 9.55535-DS1,    Fiat 9.55535-GS1",VL200022,20
,,Porsche C30   ,VL200023,5
,,,,
,,ACEA C2            ACEA C3 ,VL200058,1000
,,GM Opel dexos 2,VL200059,200
,VICONOL- 5W30 ,PSA B71 2290          BMW Long Life-04,VL200060,50
, OPSA - C2/C3,API SN/CF            MB 229.52   ,VL200061,20
,,"Fiat 9.55535-S1,    Fiat 9.55535-S2",VL200062,5
,, VW 502.00/505.00/505.01,VL200325,1
,,,,
,,,,
,,ACEA C3             ,VL200053,1000
,, GM Opel dexos 2,VL200054,200
,VICONOL- 5W30 ,API SN/CF    MB 229.31      MB 229.51      MB 229.52   ,VL200055,50
, OPL - C3  Dex2, BMW Long Life-04,VL200056,20
,, VW 502.00/505.00/505.01,VL200057,5
,,,VL200400,1
,,,,
,, GM Opel dexos1 Gen 2                API SN PLUS  API: SN/RC ,VL200326,1000
,VICONOL- 5W30 ,ILSAC GF-5     CHYSLER MS 6395       FIAT: 9.55535-CR1,VL200327,200
,GM Dx1 - Gn2,"FORD M2C 929A, M2C 945A, M2C 946A, M2C 947A           ",VL200328,50
,,"ACURA, CHRYSLER, DODGE, FORD, GENESIS, HONDA, HYUNDA",VL200329,20
,,"INFINITI, KIA, LEXUS, MAZDA, MITSUBISHI, NISSAN, SUBARU, TOYOTA",VL200330,5
,, GM Opel dexos1 Gen 3 ,,
,,API SP-RC      API: SN-RC ,VL200064,1000
,VICONOL- 5W30 ,ILSAC GF-6A         FIAT: 9.55535-CR1,VL200401,200
,GM Dx1 - Gn3,FORD M2C 961-A1      CHYSLER MS 6395   ,VL200402,50
,,"ACURA, CHRYSLER, DODGE, FORD, GENESIS, HONDA, HYUNDA",VL200403,20
,,"INFINITI, KIA, LEXUS, MAZDA, MITSUBISHI, NISSAN, SUBARU, TOYOTA",VL200404,5
,,,VL200405,1
,,,,
,,ACEA C2         ,VL200039,1000
,, PSA B71 2290 ,VL200040,200
,VICONOL- C2 5W30  ,API SN/CF         ,VL200041,50
,PSA,BMW Long Life-04    ,VL200042,20
,,Fiat  9.55535-S1,VL200043,5
,,,,
,,,,
,,ACEA C2/C3            API: SN         RENAULT RN17 FE,VL200331,1000
,VICONOL- 5W30 ,FORD WS-S M2C 917-A        BMW  LL-04     VW 505.00/VW 505.01,VL200332,200
, MULTI    C2/C3 - R17,"FIAT: 9.55535-S1, FIAT: 9.55535-S3       IVECO: 18-1811 Classe SC1",VL200333,50
,,"MB 229.31, MB 229.51, MB 229.52      HYUNDAI    KIA",VL200334,20
,," GM Opel OV0401547, dexos 2, GM LL-B-A-025, GM-LL-B-025    ",VL200335,5
,,,,
,,ACEA C4         ACEA C3   ,VL200073,1000
,VICONOL-  C43 5W30  ,MB 226.51/MB 229.51,VL200074,200
, R720,RENAULT RN0720,VL200075,50
,,,VL200076,20
,,,VL200077,5
,,,,
,,,VL200078,1000
,,ACEA C4        ,VL200079,200
,VICONOL- C4 5W30 , RENAULT RN0720,VL200080,50
,R720,,VL200081,20
,,,VL200082,5
,,,,
,,,,
,,,VL200096,1000
,,ACEA C1,VL200097,200
,VICONOL- 5W30 , Ford VWSS - M2C 934A    ,VL200098,50
, C1 - FD,  JASO DL-1,VL200099,20
,,,VL200100,5
,,,,
,,,,
,,ACEA C3             ,VL200053,1000
,, GM Opel dexos 2,VL200054,200
,VICONOL- 5W30 ,API SN/CF    MB 229.31      MB 229.51      MB 229.52   ,VL200055,50
, OPL - C3  Dex2, BMW Long Life-04,VL200056,20
,, VW 502.00/505.00/505.01,VL200057,5
,,,VL200400,1
,,,,
,,,,
,,5W30  HIGH SAPS,,
,,,VL200127,1000
,VICONOL- 5W30   ,API: SP-RC   ,VL200128,200
,HY/SP-RC, ILSAC GF-6A,VL200129,50
, Enchufables (PHEV) y no enchufables (HEV),(Grupo TOYOTA),VL200130,20
,Para motores de gasolina y electricos ,,VL200131,5
,,,,
,,ACEA A5/B5,VL200101,1000
,, FORD WS-S M2C 913-D,VL200102,200
,VICONOL-  M2C 5W30  ,API SL/CF         ,VL200103,50
, A5 B5 ,RENAULT RN0700,VL200104,20
,,JAGUAR  & LAND ROVERST JLR.03.5003,VL200105,5
,,,,
,, ACEA A3/B4,VL200132,1000
,,MB 229.5                          VW 502.00/505.00,VL200133,200
,VICONOL- A34B PLUS 5W30,API SL/CF                         OPEL GM-LL-B-025,VL200134,50
,,RENAULT RN0700/RN0710,VL200135,20
,,BMW Long Life-01,VL200136,5
,,,,
,,,VL200664,1000
,VICONOL-  5W30  EXPORT,API CD/SF                      ,VL200665,200
,,,VL200666,50
,,,VL200667,20
,,,VL200668,5
,,,,
,,5W40,REFERENCIA,FORMATO
,,ACEA C3              VW 502.00/505.00/505.01,VL200024,1000
,,API SN/CF           MB 229.52      ,VL200025,200
,VICONOL- C3 501 5W40,BMW Long Life-04     CHRYSLER MS-12991,VL200026,50
,,RENAULT RN0710-RN 0700,VL200027,20
,,Porsche A40         FORD WSS-M2C917-A,VL200028,5
,,"Fiat 9.55535-GH2, 9.55535-S2, 9.55535-T2",VL200029,1
,,,,
,,ACEA A3/B4,VL200137,1000
,,MB 229.5                          VW 502.00/505.00,VL200138,200
,VICONOL- A34B PLUS 5W40,API SN/CF                         OPEL GM-LL-B-025,VL200139,50
,,RENAULT RN0700/RN0710,VL200140,20
,,Porsche A40              Fiat  9.55535-M2,VL200141,5
,,,,
,,,VL200670,1000
,VICONOL-  5W40  EXPORT,API CD/SF                      ,VL200671,200
,,,VL200672,50
,,,VL200673,20
,,,VL200674,5
,,,,
,,5W50,REFERENCIA,FORMATO
,,ACEA A3/B3/B4           ,VL200142,1000
,VICONOL-  5W50  ," API:  SN,SM,SL,SJ/CF    ",VL200143,200
,A3/B4,MB 229.1   -   MB 229.3,VL200144,50
,,,VL200145,20
,,,VL200150,5
,,,,
,,10W40 ,REFERENCIA,FORMATO
,,,VL200159,1000
,, ACEA A3/B3/B4,VL200160,200
,VICONOL- A34B  10W40,API SN/CF                    ,VL200161,50
,,MB 229.1                ,VL200162,20
,,VW 501.01/505.00,VL200163,5
,,,VL200164,1
,,,,
,, ACEA A3/B3/B4,VL200680,1000
,VICONOL- A34B  10W30,API SN/CF                    ,VL200681,200
,,MB 229.1                ,VL200682,50
,,VW 501.01/505.00,VL200683,20
,,,VL200684,5
,,,,
,,,,
,,10W50 ,REFERENCIA,FORMATO
,,Recomentado para Fiat Abarth,VL200236,1000
,, ACEA A3/B3/B4,VL200237,200
,VICONOL- A34B  10W50,API SN/CF                    ,VL200238,50
,,MB 229.5               ,VL200239,20
,,,VL200240,5
,,,,
,,,,
,,15W40,REFERENCIA,FORMATO
,,,VL200174,1000
,, ACEA A3/B4,VL200175,200
,VICONOL- A34B 15W40,MB 229.1                ,VL200176,50
,,API SL/CF                    ,VL200177,20
,,VW 501.01/505.00,VL200178,5
,,,VL200344,1
,,,,
,NEW,,VL200365,1000
,,API: SF/CD,VL200366,200
,VICONOL-  15W40  EXPORT,MB 226.1,VL200367,50
,,MIL L-46152 B ,VL200368,20
,,,VL200369,5
,,,,
,,15W50         GLP - GNC - GNV,REFERENCIA,FORMATO
,,,,
,VICONOL- 15W50 ,"API: SN/CF,           AUTOGAS (GLP)        ",VL200155,1000
, MULTIGAS,GAS NATURAL (GNC-GNV),VL200156,200
,,,VL200157,50
,,,VL200158,20
,,,,
,,20W50  /  25W60,REFERENCIA,FORMATO
,,ACEA A3/B4,VL200183,1000
,,MB 229.1                ,VL200184,200
,VICONOL- A34B 20W50,API SL/CF                    ,VL200185,50
,,VW 501.01/505.00,VL200186,20
,,,VL200187,5
,,,VL200345,1
,,,,
,,,VL200375,1000
,NEW,API: CF-4,VL200376,200
,VICONOL- 25W60,API: SG,VL200377,50
,VISCO  PLUS,MIL L-46152 B ,VL200378,20
,(Verde),,VL200379,5
,,,VL200380,1
,,,,
,,,,
,,,,
,,PREMIUM - ENGRASE GENERAL ADITIVADO,REFERENCIA,FORMATO
,,,VL200207,1000
,VICONOL-  SAE 10  ,ACEITE DE ENGRASE GENERAL ADITIVADO,VL200208,200
,PREMIUM ,API:  CC / SD               DIN 51524 Part 2 VLP,VL200209,50
,,,VL200210,20
,,,VL200211,5
,,,,
,,,VL200212,1000
,VICONOL-  SAE 20  ,ACEITE DE ENGRASE GENERAL ADITIVADO,VL200213,200
,PREMIUM ,API:  CC / SD               DIN 51524 Part 2 VLP,VL200214,50
,,,VL200215,20
,,,VL200216,5
,,,,
,,,VL200217,1000
,VICONOL-  SAE 30  ,ACEITE DE ENGRASE GENERAL ADITIVADO,VL200218,200
,PREMIUM ,API:  CC / SD               DIN 51524 Part 2 VLP,VL200219,50
,,,VL200220,20
,,,VL200221,5
,,,,
,,,VL200222,1000
,VICONOL-  SAE 40  ,ACEITE DE ENGRASE GENERAL ADITIVADO,VL200223,200
,PREMIUM ,API:  CC / SD               DIN 51524 Part 2 VLP,VL200224,50
,,,VL200225,20
,,,VL200226,5
,,,,
,,LIQUIDO DE FRENOS  DOT-4,REFERENCIA,FORMATO
,,,,
,VICONOL -  DOT -4,ABS,VL200202,200
,Liquido de frenos,ISO 4925 - UNE 26-109-88,VL200203,50
,,,VL200201,20
,,,VL200530,"0,5"
,,,,
,,LIMPIADOR DE FRENOS,REFERENCIA,FORMATO
,,,,
,VICONOL -  LIMFREN,Limpiador de frenos y todo tipo de componentes mecánicos,,
,Limpiador de frenos,"Abrazaderas, Cadena, Frenos de disco y tambor, Pastillas de freno",VL200200,20
,,"Piezas aceitosas o sucias, Juntas, Embragues",,
,,,,
,,,,
,,SEPIOLITA,REFERENCIA,FORMATO
,,,,
,VICONOL -  ABSOVLITA,  SEPIOLITA  ABSORBENTE  DE  ALTA  CALIDAD,VL200206,20
,(Sustituto ecologico del serrin),,,
,,,,
,,,,
,,AFLOJATODO,REFERENCIA,FORMATO
,,,,
,VICONOL -  DESBLOCK,  Aflojatodo   Antioxidante  Protector,VL805000,1000
,(Desblocante multifuncional),,VL805001,200
,,,VL805002,50
,,,VL805003,20
,,,,
,,DESENGRASANTE GENERAL,REFERENCIA,FORMATO
,Desengrasante limpiador ,,,
,de carrocerias en general,,,
,VICONOL -  DESGRAS  POWER G,"Limpieza de carrocerías en general, tractores,etc.",VL805013,20
,,,,
,,,,
,,,,
,VICONOL -  DESGRAS  ACIDO AL,Desengrasante ácido especial aluminio,VL805020,20
,,,,
,,,,
,,,,
,VICONOL -  DESGRAS  PETROLEADOR MIX, Petroleante concentrado miscible en agua en la proporcion 1-4,VL805030,20
,,,,
,,,,
,,,,
,CREMA LAVAMANOS,CREMA LAVAMANOS,VL200508,4
,VICONOL -  HANDWASH CREAM,,,
,Especial mecanicos,,,
,,,,
,,,,
,,ADITIVOS,,
,,,,
,VICONOL-   ADDITIV PRE - ITV,(Cajas de 12 unidades x 250 c.c.),VL200500,"0,25"
,DIESEL,(Cajas de 6 unidades x 1L ),VL200560,1
,,,,
,,,,
,,,,
,VICONOL-   ADDITIV PRE - ITV,(Cajas de 12 unidades x 250 c.c.),VL200501,"0,25"
,GASOLINA,,,
,,,,
,,,,
,,,,
,VICONOL-   ADDITIV CLEAN INJECTORS,(Cajas de 12 unidades x 250 c.c.),VL200502,"0,25"
,DIESEL,(Cajas de 6 unidades x 1L ),VL200561,1
,,,,
,,,,
,,,,
,VICONOL-   ADDITIV CLEAN INJECTORS,(Cajas de 12 unidades x 250 c.c.),VL200503,"0,25"
,GASOLINA,,VL200542,1
,,,,
,,,,
,,,,
,VICONOL-   ADDITIV ANTI-FRICCION,(Cajas de 12 unidades x 250 c.c.),VL200504,"0,25"
,FULL SYNTHETIC,(Cajas de 6 unidades x 1L ),VL200531,1
,,,,
,,,,
,,,,
,VICONOL-   ADDITIV ANTI-CRISTALIZADOR,(Cajas de 12 unidades x 250 c.c.),VL200505,"0,25"
,para  AdBlue,(Cajas de 6 unidades x 1L ),VL200562,1
,,,,
,,,,
,,,,
,VICONOL-   TMF PLUS ,(Cajas de 12 unidades x 250 c.c.),VL200532,"0,25"
,Antifriccion transmisiones Manuales,(Cajas de 6 unidades x 1L ),VL200533,1
,,,,
,,,,
,,,,
,VICONOL-   ADDITIV ANTI-FUGAS,,VL200506,"0,25"
,para  Radiadores,(Cajas de 12 unidades x 250 c.c.),VL200544,1
,,,,
,,,,
,SPRAY,"Desplazante de agua, Antioxidante, Antiherrumbre",,
,VICONOL -   LUBRICANTE ,"Protector, Desblocante,Extrema Presion",VL200507,"0,400"
,ALTO RENDIMIENTO,(Cajas de 12 unidades x 400 ml),,
,,,,
,,,,
,SPRAY,"Desplazante de agua, Antioxidante, Antiherrumbre",,
,VICONOL-   DESBLOCANTE,"Protector, Desblocante,Extrema Presion",VL200510,"0,400"
,W50,(Cajas de 12 unidades x 400 ml),,
,,,,
,,,,
,,,,
,VICONOL-  LIMOTOR - IN,Limpiador de motores Interno,VL200511,"0,25"
,Limpiador de motores Interno,Emulsionable  SINTÉTICO,VL200538,1
,Reforzado E.P.,,,
,,,,
,,,,
,,,,
,VICONOL- BULOR,SPRAY Neutralizador y destructor de olores,VL200535,"0,20"
,Neutralizador y Destructor de Olores,,,
,,,,
,,,,
,,,,
,VEHÍCULOS   PESADO,,,
,,E7 THPD - SIN FILTRO DE PARTICULAS - HIGH SAPS,REFERENCIA,FORMATO
,,ACEA E7           ACEA E5                        ,VL210000,1000
,,"API:  CI-4, CH-4/SL         CAT ECF-2/ECF-1-a",VL210001,200
,VICONOL-  15W40  ,MB 228.3       MAN 3275-1     VOLVO VDS-3,VL210002,50
,Truck E7  - THPD,RENAULT VLD-2/VLD     MACK EO-N    DETROIT DIESEL DDC 93K215 ,VL210003,20
,,DEUTZ DQC II-10     CUMMINS 20076/77/78,VL210004,5
,,,VL210077,1
,,,,
,,ACEA E7           ACEA E5                        ,VL210130,1000
,,"API:  CI-4, CH-4/SL         CAT ECF-2/ECF-1-a",VL210131,200
,VICONOL-  15W50  ,MB 228.3       MAN 3275-1     VOLVO VDS-3,VL210132,50
,Truck E7  - THPD,RENAULT VLD-2/VLD     MACK EO-N    DETROIT DIESEL DDC 93K215 ,VL210133,20
,,DEUTZ DQC II-10     CUMMINS 20076/77/78,,
